sofifa_id,long_name,nationality,overall,age,continent
224977,Alessandro Micai,Italy,70,25,Europe
224987,Ivan Provedel,Italy,70,25,Europe
231022,Cristian Dell'Orco,Italy,70,25,Europe
235328,Andrea Beghetto,Italy,70,24,Europe
212381,Roberto Insigne,Italy,70,25,Europe
212459,Michele Cavion,Italy,70,24,Europe
201299,Nicola Leali,Italy,70,26,Europe
208146,Davide Adorni,Italy,70,26,Europe
210548,Leonardo Capezzi,Italy,70,24,Europe
212446,Luca Garritano,Italy,70,25,Europe
239414,Francesco Deli,Italy,70,24,Europe
235740,Alberto Paleari,Italy,70,26,Europe
197689,Andrea Seculin,Italy,70,28,Europe
200930,Luca Tremolada,Italy,70,27,Europe
201530,Bruno Martella,Italy,70,26,Europe
202827,Cristian Battocchio,Italy,70,27,Europe
210833,Riccardo Improta,Italy,70,25,Europe
220829,Ernesto Torregrossa,Italy,70,27,Europe
222153,Cristian Buonaiuto,Italy,70,26,Europe
106795,Gianluca Pegolo,Italy,70,38,Europe
137410,Daniele Gastaldello,Italy,70,36,Europe
138871,Davide Moscardelli,Italy,70,39,Europe
149224,Emanuele CalaiÃ²,Italy,70,37,Europe
170514,Antonio Balzano,Italy,70,33,Europe
173160,Benito Nicolas Viola,Italy,70,29,Europe
178117,Aleandro Rosi,Italy,70,32,Europe
178120,Mirko Bruccini,Italy,70,33,Europe
178310,Simone Iacoponi,Italy,70,32,Europe
178448,Andrea Luci,Italy,70,34,Europe
178470,Luigi Vitale,Italy,70,31,Europe
178594,Stefano Napoleoni,Italy,70,33,Europe
182180,Mirko Drudi,Italy,70,32,Europe
183414,Davide Di Gennaro,Italy,70,31,Europe
184320,Raffaele Bianco,Italy,70,31,Europe
184527,Mattia Mustacchio,Italy,70,30,Europe
185120,Massimo Volta,Italy,70,32,Europe
189430,Simone Colombi,Italy,70,28,Europe
193850,Marco Calderoni,Italy,70,30,Europe
198223,Raffaele Maiello,Italy,70,27,Europe
199174,Antonio Aldo Caracciolo,Italy,70,29,Europe
200914,Alessandro Salvi,Italy,70,31,Europe
201243,Andrea La Mantia,Italy,70,28,Europe
201914,Michele Camporese,Italy,70,27,Europe
204061,Marcello Falzerano,Italy,70,28,Europe
205691,Raffaele Pucino,Italy,70,28,Europe
209613,Pietro Iemmello,Italy,70,27,Europe
210168,Daniele Sciaudone,Italy,70,30,Europe
216067,Riccardo Gagliolo,Italy,70,29,Europe
224314,Mirko Gori,Italy,70,26,Europe
229276,Paolo Bartolomei,Italy,70,29,Europe
234989,Amedeo Benedetti,Italy,70,27,Europe
235163,Michele Castagnetti,Italy,70,29,Europe
243237,Luca Pellegrini,Italy,69,20,Europe
235942,Francesco Cassata,Italy,69,21,Europe
215363,Lorenzo MontipÃ²,Italy,69,23,Europe
220529,Luca Palmiero,Italy,69,23,Europe
244229,Domenico Frare,Italy,69,23,Europe
223010,Leonardo Morosini,Italy,69,23,Europe
215751,Gaetano Monachello,Italy,69,25,Europe
215810,Cristiano Lombardi,Italy,69,23,Europe
219594,Andrea Barberis,Italy,69,25,Europe
219852,Alex Ferrari,Italy,69,25,Europe
220509,Lorenzo Venuti,Italy,69,24,Europe
205089,Mattia Valoti,Italy,69,25,Europe
208424,Matteo Ricci,Italy,69,25,Europe
240100,Tommaso Augello,Italy,69,24,Europe
224123,Davide Agazzi,Italy,69,26,Europe
232444,Nicola Falasco,Italy,69,25,Europe
210880,Riccardo Fiamozzi,Italy,69,26,Europe
188336,Alessandro Tuia,Italy,69,29,Europe
200810,Alessandro Crescenzi,Italy,69,27,Europe
204616,Alberto Almici,Italy,69,26,Europe
216139,Luca Bittante,Italy,69,25,Europe
219655,Francesco Zampano,Italy,69,25,Europe
219731,Mattia Montini,Italy,69,27,Europe
224315,Luca Paganini,Italy,69,26,Europe
123586,Michael Agazzi,Italy,69,34,Europe
137406,Daniele Croce,Italy,69,36,Europe
149309,Antonio Rosati,Italy,69,36,Europe
173130,Matteo Scozzarella,Italy,69,31,Europe
179547,Vito Mannone,Italy,69,31,Europe
183188,Marcello Gazzola,Italy,69,34,Europe
184341,Riccardo Maniero,Italy,69,31,Europe
184512,Denis Tonucci,Italy,69,30,Europe
186611,Mauro Vigorito,Italy,69,29,Europe
192071,Marco D'Alessandro,Italy,69,28,Europe
193333,NicolÃ² Brighenti,Italy,69,29,Europe
193686,Vasco Regini,Italy,69,28,Europe
193974,Matteo Ciofani,Italy,69,31,Europe
194783,NiccolÃ² Giannetti,Italy,69,28,Europe
194851,Fabio Mazzeo,Italy,69,35,Europe
203672,Cristian Galano,Italy,69,28,Europe
204058,Matteo Legittimo,Italy,69,30,Europe
208311,Simone Branca,Italy,69,27,Europe
216665,Michele Cremonesi,Italy,69,31,Europe
235164,Luca Mora,Italy,69,31,Europe
240631,Andrea Settembrini,Italy,69,27,Europe
251463,Michele De Agostini,Italy,69,35,Europe
251930,Francesco Lisi,Italy,69,29,Europe
237003,Samuele Birindelli,Italy,68,19,Europe
227918,Nicola Dalmonte,Italy,68,21,Europe
240475,Leonardo Candellone,Italy,68,21,Europe
239807,Davide Frattesi,Italy,68,19,Europe
226468,Andrea Favilli,Italy,68,22,Europe
230676,Roberto Pirrello,Italy,68,23,Europe
239613,Matteo Pessina,Italy,68,22,Europe
215376,Elio Capradossi,Italy,68,23,Europe
222355,Luca Valzania,Italy,68,23,Europe
229456,Lorenzo Dickmann,Italy,68,22,Europe
240343,Antonio Fiordilino,Italy,68,22,Europe
223137,Federico Bonazzoli,Italy,68,22,Europe
228378,Antonino La Gumina,Italy,68,23,Europe
219995,Vittorio Parigini,Italy,68,23,Europe
220720,Andrea Fulignati,Italy,68,24,Europe
239679,Pasquale Mazzocchi,Italy,68,23,Europe
225381,Jacopo Petriccione,Italy,68,24,Europe
191192,Davide Petrucci,Italy,68,27,Europe
206159,Stefano Sabelli,Italy,68,26,Europe
208626,Said Ahmed Said,Italy,68,26,Europe
198953,Simone Benedetti,Italy,68,27,Europe
210543,Marco Migliorini,Italy,68,27,Europe
223330,Marco Moscati,Italy,68,26,Europe
223332,Mattia Sprocati,Italy,68,25,Europe
208523,Stefano  Beltrame,Italy,68,26,Europe
209409,Manuel Marras,Italy,68,25,Europe
211189,Biagio Meccariello,Italy,68,28,Europe
211388,Luca Ghiringhelli,Italy,68,27,Europe
216799,Gianluca Di Chiara,Italy,68,25,Europe
168403,Raffaele Schiavi,Italy,68,33,Europe
177346,Massimiliano Carlini,Italy,68,32,Europe
178510,Salvatore Burrai,Italy,68,32,Europe
183924,Francesco Migliore,Italy,68,31,Europe
188017,Alberto Pomini,Italy,68,38,Europe
189065,Francesco Renzetti,Italy,68,31,Europe
190602,Riccardo Brosco,Italy,68,28,Europe
191068,Gianmarco Zigoni,Italy,68,28,Europe
193645,Davide Gavazzi,Italy,68,33,Europe
201079,Lorenzo Laverone,Italy,68,30,Europe
209637,Marco Modolo,Italy,68,30,Europe
210329,Filippo Falco,Italy,68,27,Europe
213375,Antonio Vacca,Italy,68,29,Europe
216138,Mariano Arini,Italy,68,32,Europe
225606,Nicola Citro,Italy,68,30,Europe
235201,Nicholas Siega,Italy,68,28,Europe
238873,Pietro Pellegri,Italy,67,18,Europe
247229,Raoul Bellanova,Italy,67,19,Europe
236368,Giulio Maggiore,Italy,67,21,Europe
240216,Marco Carraro,Italy,67,21,Europe
243251,Andrea Danzi,Italy,67,20,Europe
235916,Valerio Mantovani,Italy,67,23,Europe
226098,Ferdinando Del Sole,Italy,67,21,Europe
230768,Luca Clemenza,Italy,67,21,Europe
233794,Simone Edera,Italy,67,22,Europe
240091,Guglielmo Vicario,Italy,67,22,Europe
233808,Simone Palombi,Italy,67,23,Europe
232439,Luca Vignali,Italy,67,23,Europe
245172,Matteo Di Gennaro,Italy,67,25,Europe
213957,Luca Crecco,Italy,67,23,Europe
219487,Filippo De Col,Italy,67,25,Europe
219938,Lorenzo Valerio Rosseti,Italy,67,24,Europe
223009,Edoardo Lancini,Italy,67,25,Europe
225016,Giovanni Di Noia,Italy,67,24,Europe
225040,Daniele Liotti,Italy,67,25,Europe
225327,Lorenzo Gonnelli,Italy,67,26,Europe
206053,Davide Marsura,Italy,67,25,Europe
212443,Simone Pasa,Italy,67,25,Europe
219812,Patrick Ciurria,Italy,67,24,Europe
225115,Marco Pinato,Italy,67,24,Europe
235474,Gabriele Rolando,Italy,67,24,Europe
205911,Marco Chiosa,Italy,67,25,Europe
252314,Marco Rosafio,Italy,67,25,Europe
213993,Francesco Forte,Italy,67,26,Europe
198701,Stefano Pettinari,Italy,67,27,Europe
198903,Ramzi Aya,Italy,67,28,Europe
205724,Ivan Lanni,Italy,67,29,Europe
158370,Felice Evacuo,Italy,67,36,Europe
159040,Gianni Munari,Italy,67,36,Europe
161725,Luca Pagliarulo,Italy,67,35,Europe
163908,Michele Troiano,Italy,67,34,Europe
170309,Federico Piovaccari,Italy,67,34,Europe
171490,Simone Aresti,Italy,67,33,Europe
171721,Romano Perticone,Italy,67,32,Europe
178215,Luigi Alberto Scaglia,Italy,67,32,Europe
178520,Antonio Piccolo,Italy,67,31,Europe
189343,Matteo Bruscagin,Italy,67,29,Europe
189730,Francesco Di Tacchio,Italy,67,29,Europe
196981,Alessandro Bassoli,Italy,67,29,Europe
199053,Riccardo Bocalon,Italy,67,30,Europe
200981,Nicolao Dumitru,Italy,67,27,Europe
201352,Alessandro Iacobucci,Italy,67,28,Europe
201408,Salvatore D'Elia,Italy,67,30,Europe
204080,Adriano Montalto,Italy,67,31,Europe
229460,Andrea Nalini,Italy,67,29,Europe
229750,Tommaso D'Orazio,Italy,67,29,Europe
234893,Giuseppe Mastinu,Italy,67,27,Europe
236378,Alessandro Plizzari,Italy,66,19,Europe
248874,NicolÃ² Armini,Italy,66,18,Europe
240215,Christian Capone,Italy,66,20,Europe
235215,Giovanni Crociata,Italy,66,21,Europe
228886,Giuseppe Panico,Italy,66,22,Europe
230912,Paolo Ghiglione,Italy,66,22,Europe
226268,Federico Dimarco,Italy,66,21,Europe
233809,Alessandro Rossi,Italy,66,22,Europe
243074,Simone Icardi,Italy,66,22,Europe
245091,Luca Ravanelli,Italy,66,22,Europe
251920,Andrea Meroni,Italy,66,22,Europe
252062,Riccardo Moreo,Italy,66,23,Europe
219584,Luca Lezzerini,Italy,66,24,Europe
225610,Stefano Gori,Italy,66,23,Europe
244546,Federico Proia,Italy,66,23,Europe
211067,Dario Del Fabro,Italy,66,24,Europe
224121,Alessandro Capello,Italy,66,23,Europe
226259,Lorenzo Andrenacci,Italy,66,24,Europe
224592,Filippo Perucchini,Italy,66,27,Europe
224996,Francesco Belli,Italy,66,25,Europe
229917,Andrea Gasbarro,Italy,66,24,Europe
206074,Michele Fornasier,Italy,66,25,Europe
173165,Nicola Ravaglia,Italy,66,30,Europe
201179,Antonio Donnarumma,Italy,66,28,Europe
202603,Alessandro De Vitis,Italy,66,27,Europe
205663,Massimiliano Busellato,Italy,66,26,Europe
205687,Giuseppe De Luca,Italy,66,27,Europe
235867,Luca Strizzolo,Italy,66,27,Europe
173166,Massimiliano Pesenti,Italy,66,32,Europe
173224,Giacomo Bindi,Italy,66,32,Europe
173305,Cristiano Del Grosso,Italy,66,36,Europe
177906,Danilo Soddimo,Italy,66,31,Europe
188031,Gaetano Masucci,Italy,66,34,Europe
188163,Michele Marconi,Italy,66,30,Europe
189339,Umberto Eusepi,Italy,66,30,Europe
189546,Francesco Bombagi,Italy,66,29,Europe
199173,Marco Crimi,Italy,66,29,Europe
203721,Angelo Corsi,Italy,66,30,Europe
204633,Michele Pellizzer,Italy,66,30,Europe
208778,NiccolÃ² Manfredini,Italy,66,31,Europe
224316,Roberto Crivello,Italy,66,27,Europe
244357,Riccardo Idda,Italy,66,30,Europe
239838,Mirko Antonucci,Italy,65,20,Europe
240661,Emanuel Vignato,Italy,65,18,Europe
252154,Marco Carnesecchi,Italy,65,19,Europe
236308,Riccardo Marchizza,Italy,65,21,Europe
228651,Gian Filippo Felicioli,Italy,65,21,Europe
236678,Simone Lo Faso,Italy,65,21,Europe
223007,Mauro Coppolaro,Italy,65,22,Europe
230674,Fabrizio Alastra,Italy,65,21,Europe
235689,Andrea Zaccagno,Italy,65,22,Europe
235937,Alberto Picchi,Italy,65,21,Europe
244530,Alberto Rizzo,Italy,65,22,Europe
244779,Paolo Bastianello,Italy,65,21,Europe
225101,Mattia Vitale,Italy,65,21,Europe
230145,Alessandro Piu,Italy,65,22,Europe
206165,Luca Maniero,Italy,65,24,Europe
228833,Salvatore Aloi,Italy,65,22,Europe
252746,Cristian Cauz,Italy,65,22,Europe
220517,Francesco Di Mariano,Italy,65,23,Europe
225014,Gaetano Castrovilli,Italy,65,22,Europe
235295,Claudio Morra,Italy,65,24,Europe
244482,Ivan Rondanini,Italy,65,24,Europe
203396,Pietro Perina,Italy,65,27,Europe
220670,Alessandro Mastalli,Italy,65,23,Europe
209625,Luca Verna,Italy,65,26,Europe
209636,Alberto Masi,Italy,65,26,Europe
218470,Gianmarco De Feo,Italy,65,25,Europe
234890,Francesco Margiotta,Italy,65,25,Europe
252589,Nicola Pavan,Italy,65,26,Europe
202444,Simone Calvano,Italy,65,25,Europe
219984,Mattia Aramu,Italy,65,24,Europe
200701,Giacomo Beretta,Italy,65,27,Europe
202514,Francesco Ardizzone,Italy,65,27,Europe
227223,Alessio Vita,Italy,65,26,Europe
138920,Roberto Vitiello,Italy,65,36,Europe
163634,Francesco Cosenza,Italy,65,33,Europe
173227,Daniel Semenzato,Italy,65,32,Europe
178312,Davide Bassi,Italy,65,34,Europe
178479,Andrea Paolucci,Italy,65,32,Europe
190201,Mattia Minesso,Italy,65,29,Europe
192853,Mirko Carretta,Italy,65,28,Europe
193268,Alberto Gerbo,Italy,65,29,Europe
193574,Paolo Branduani,Italy,65,30,Europe
193638,Gianvito Misuraca,Italy,65,29,Europe
194991,Davide Di Quinzio,Italy,65,30,Europe
203649,Alessandro Bruno,Italy,65,35,Europe
211305,Andrea Tabanelli,Italy,65,29,Europe
236213,Davide Djily Diaw,Italy,65,27,Europe
248385,Roberto Piccoli,Italy,64,18,Europe
237382,Filippo Melegoni,Italy,64,20,Europe
241628,Nicholas Pierini,Italy,64,20,Europe
232064,Marco Tumminello,Italy,64,20,Europe
246431,Riccardo Sottil,Italy,64,20,Europe
235929,Christian D'Urso,Italy,64,21,Europe
226710,Gianluca Scamacca,Italy,64,20,Europe
244190,Filippo Sgarbi,Italy,64,21,Europe
244228,Andrea Bussaglia,Italy,64,22,Europe
240991,Filippo Florio,Italy,64,23,Europe
244836,Jacopo Segre,Italy,64,22,Europe
240735,Andrea Dini,Italy,64,23,Europe
210676,Wladimiro Falcone,Italy,64,24,Europe
223393,Luigi Carillo,Italy,64,22,Europe
229743,Alessandro Deiola,Italy,64,23,Europe
237186,Roberto Zammarini,Italy,64,22,Europe
219721,Agostino Camigliano,Italy,64,24,Europe
219956,Pietro Ceccaroni,Italy,64,23,Europe
219983,Umberto Saracco,Italy,64,25,Europe
235383,Riccardo Piscitelli,Italy,64,25,Europe
222488,NicolÃ² Fazzi,Italy,64,24,Europe
225128,Gennaro Acampora,Italy,64,25,Europe
230983,Marco Firenze,Italy,64,26,Europe
219632,Jacopo Manconi,Italy,64,25,Europe
54037,Tommaso Berni,Italy,64,36,Europe
184331,Michelangelo Albertazzi,Italy,64,28,Europe
188505,Domenico Germinale,Italy,64,32,Europe
189515,Salvatore Caturano,Italy,64,28,Europe
189751,Mirko Eramo,Italy,64,29,Europe
193975,Antonio Marino,Italy,64,30,Europe
194132,Giacomo Tulli,Italy,64,31,Europe
210840,Giuseppe Torromino,Italy,64,31,Europe
215982,Matteo Mancosu,Italy,64,34,Europe
235702,Lorenzo Del Pinto,Italy,64,29,Europe
247888,Sebastiano Esposito,Italy,63,16,Europe
246861,Alessio Riccardi,Italy,63,18,Europe
243049,Mattia Viviani,Italy,63,18,Europe
243527,Fabrizio Caligara,Italy,63,19,Europe
248171,Davide Bettella,Italy,63,19,Europe
252315,Antonio Candela,Italy,63,19,Europe
242413,Agostino Rizzo,Italy,63,20,Europe
251988,Andrea Colpani,Italy,63,20,Europe
235840,Michele Di Gregorio,Italy,63,21,Europe
251931,Thomas Alberti,Italy,63,21,Europe
231434,Luca Checchin,Italy,63,22,Europe
235194,Giacomo Vrioni,Italy,63,20,Europe
244038,Andrea Cisco,Italy,63,20,Europe
252565,Christian Konan,Italy,63,19,Europe
230858,Samuele Perisan,Italy,63,21,Europe
224902,Mario Gargiulo,Italy,63,23,Europe
251769,Giacomo CalÃ²,Italy,63,22,Europe
221339,Michele Rocca,Italy,63,23,Europe
220498,Davide Mazzocco,Italy,63,23,Europe
235080,Antonio Porcino,Italy,63,24,Europe
230139,Gregorio Luperini,Italy,63,25,Europe
224319,Daniele Altobelli,Italy,63,26,Europe
232445,Salvatore Monaco,Italy,63,26,Europe
158453,Fabrizio Melara,Italy,63,33,Europe
186607,Daniele Ragatzu,Italy,63,27,Europe
193524,Gianmarco Ingrosso,Italy,63,30,Europe
211608,Michele Rigione,Italy,63,28,Europe
219727,Leonardo PÃ©rez,Italy,63,29,Europe
219759,Salvatore Molina,Italy,63,27,Europe
220054,Luca Nizzetto,Italy,63,33,Europe
239648,Michele Nardi,Italy,63,32,Europe
240777,Luca Ranieri,Italy,62,20,Europe
240277,Matteo Gabbia,Italy,62,19,Europe
243241,Alessandro Buongiorno,Italy,62,20,Europe
244662,Mattia Trovato,Italy,62,21,Europe
246697,Federico Valietti,Italy,62,20,Europe
239821,Luca Matarese,Italy,62,21,Europe
240361,Ivan Francesco De Santis,Italy,62,22,Europe
251952,Marco Toscano,Italy,62,21,Europe
233708,Luca Germoni,Italy,62,21,Europe
234143,Massimiliano Mangraviti,Italy,62,21,Europe
240385,NiccolÃ² Zanellato,Italy,62,21,Europe
233968,Leonardo Sernicola,Italy,62,22,Europe
237391,Manuel De Luca,Italy,62,20,Europe
240437,Alessandro Semprini,Italy,62,21,Europe
252060,Tommaso Pobega,Italy,62,19,Europe
228788,Jeremy Delphin Broh Tonye,Italy,62,22,Europe
229438,Mario Piccinocchi,Italy,62,24,Europe
252410,Fabio Maistro,Italy,62,21,Europe
230572,Andrea D'Egidio,Italy,62,23,Europe
230916,Luca Zanon,Italy,62,22,Europe
238413,Antonio Di Nardo,Italy,62,20,Europe
251932,Luigi Cuppone,Italy,62,21,Europe
252821,Yuri Senesi,Italy,62,22,Europe
221987,Pierluigi Cappelluzzo,Italy,62,23,Europe
237598,Michele Troiani,Italy,62,22,Europe
244633,Francesco Golfo,Italy,62,24,Europe
219720,Alberto Boniotti,Italy,62,24,Europe
235378,Fabio Eguelfi,Italy,62,24,Europe
230631,Marco Festa,Italy,62,27,Europe
222952,Andrea Paroni,Italy,62,29,Europe
235021,Luigi Canotto,Italy,62,25,Europe
120243,Pier Graziano Gori,Italy,62,39,Europe
193781,Stefano Russo,Italy,62,30,Europe
196907,Danilo Russo,Italy,62,31,Europe
202793,Alessandro Berardi,Italy,62,28,Europe
239677,Francesco Corapi,Italy,62,33,Europe
244444,Andrea Saraniti,Italy,62,30,Europe
251603,Kevin Piscopo,Italy,62,21,Europe
251985,Daniele Ferretti,Italy,62,32,Europe
252312,Giuseppe Stancampiano,Italy,62,32,Europe
244717,Antonino Gallo,Italy,61,19,Europe
246877,Gianluca Gaetano,Italy,61,19,Europe
252595,Filippo Tolomello,Italy,61,17,Europe
252290,Salvatore Esposito,Italy,61,18,Europe
252704,Marco Sala,Italy,61,20,Europe
252057,Lorenzo Gavioli,Italy,61,19,Europe
239770,NicolÃ² Casale,Italy,61,21,Europe
248823,Simon Straudi,Italy,61,20,Europe
225189,Simone Bastoni,Italy,61,22,Europe
225473,Giovanni Sbrissa,Italy,61,22,Europe
235690,Alfredo Bifulco,Italy,61,22,Europe
220795,Davide Vitturini,Italy,61,22,Europe
231052,Gabriele Morelli,Italy,61,22,Europe
221332,Guido Guerrieri,Italy,61,23,Europe
236243,Michael De Marchi,Italy,61,24,Europe
251767,Lorenzo Sorrentino,Italy,61,23,Europe
241165,Emanuele Cicerelli,Italy,61,24,Europe
239774,Michele Currarino,Italy,61,26,Europe
186763,Andrea Maccoppi,Italy,61,32,Europe
243513,Gabriele Corbo,Italy,60,19,Europe
252745,Alessandro Martina,Italy,60,18,Europe
245784,Alessandro Tripaldelli,Italy,60,20,Europe
246784,Kevin CannavÃ²,Italy,60,19,Europe
237613,Marco Pompetti,Italy,60,19,Europe
240778,Gabriele Gori,Italy,60,20,Europe
240785,Michele Cerofolini,Italy,60,20,Europe
252467,Vincenzo Pinto,Italy,60,18,Europe
232275,Francesco Puntoriere,Italy,60,21,Europe
233734,Manuel Di Paola,Italy,60,21,Europe
252781,Alessio Tribuzzi,Italy,60,20,Europe
245566,Alessandro Vogliacco,Italy,60,20,Europe
251608,Lorenzo Borri,Italy,60,21,Europe
251761,Alessandro Mallamo,Italy,60,20,Europe
240022,Giacomo Zecca,Italy,60,21,Europe
240140,Mario Prezioso,Italy,60,23,Europe
245779,Danilo Quaranta,Italy,60,22,Europe
251668,Damiano Lia,Italy,60,21,Europe
251762,Salvatore Elia,Italy,60,20,Europe
220565,Antonio Romano,Italy,60,23,Europe
232272,Alessandro Celli,Italy,60,21,Europe
242356,Andrea Bianchimano,Italy,60,22,Europe
245818,Alessandro Bacci,Italy,60,23,Europe
252319,Christian Mora,Italy,60,21,Europe
237128,Tommaso Costantini,Italy,60,23,Europe
234977,Daniele Cardelli,Italy,60,24,Europe
239573,Marco Bleve,Italy,60,23,Europe
251949,Carlo Crialese,Italy,60,26,Europe
194894,Francesco Rossi,Italy,60,28,Europe
211078,Paolo Baiocco,Italy,60,30,Europe
247970,Roberto Romeo,Italy,60,29,Europe
251609,Nicholas Allievi,Italy,60,27,Europe
244672,Leonardo Benedetti,Italy,59,19,Europe
242420,Vincenzo Millico,Italy,59,18,Europe
252202,Gabriele Bellodi,Italy,59,18,Europe
247887,Davide Merola,Italy,59,19,Europe
235865,Giulio Fasolo,Italy,59,20,Europe
210940,Simone Perilli,Italy,59,24,Europe
230757,Andrea Di Grazia,Italy,59,23,Europe
205708,Stefano Scognamillo,Italy,59,25,Europe
215365,Luca Forte,Italy,59,24,Europe
240779,Marco Meli,Italy,58,19,Europe
243082,Thomas Vettorel,Italy,58,18,Europe
245721,Gianni Azzinnari,Italy,58,18,Europe
252747,Giuseppe D'Anca,Italy,58,19,Europe
239884,Federico Adorni,Italy,58,19,Europe
236292,Giuseppe Cuomo,Italy,58,21,Europe
241839,Luca Gagliano,Italy,58,18,Europe
252440,Nadir Zortea,Italy,58,20,Europe
228186,Leonardo Fontanesi,Italy,58,23,Europe
251951,Manuel Cicconi,Italy,58,22,Europe
220504,Daniele Borra,Italy,58,23,Europe
244360,Davide Riccardi,Italy,58,23,Europe
224421,Max Reinthaler,Italy,58,24,Europe
137356,Simone Farelli,Italy,58,36,Europe
252442,Enrico Del Prato,Italy,57,19,Europe
219971,Andrea Tripicchio,Italy,57,23,Europe
221958,Marco Albertoni,Italy,57,23,Europe
245007,Giacomo Volpe,Italy,57,23,Europe
239972,Lorenzo Polvani,Italy,57,24,Europe
237615,Giacomo Poluzzi,Italy,57,31,Europe
244874,Filippo Ranocchia,Italy,56,18,Europe
252065,Lorenzo Ruggiero,Italy,56,18,Europe
236838,Youssef Maleh,Italy,56,20,Europe
252825,Alessandro Fiordaliso,Italy,56,20,Europe
251765,Giorgio Lionetti,Italy,56,21,Europe
222458,Francesco Karkalis,Italy,56,24,Europe
239588,Cristian Andreoni,Italy,56,27,Europe
246698,Mattia Zennaro,Italy,55,18,Europe
252822,Mario De Marino,Italy,55,19,Europe
236230,Vincenzo Venditti,Italy,55,22,Europe
251218,Simon Beccari,Italy,55,20,Europe
226467,Giacomo Ricci,Italy,55,22,Europe
233485,Christian Ventola,Italy,55,22,Europe
251768,Giuseppe Chirullo,Italy,55,20,Europe
244761,Sebastian Avanzini,Italy,55,24,Europe
227892,Roberto Criscuolo,Italy,55,22,Europe
251766,Kevin Stallone,Italy,54,18,Europe
244882,Alessandro Garattoni,Italy,54,21,Europe
245545,Simone Barone,Italy,54,20,Europe
235284,Andrea Vassallo,Italy,54,21,Europe
240799,Davide Zappella,Italy,53,21,Europe
245931,Gianmarco Vannucchi,Italy,53,23,Europe
251853,Santo D'Angelo,Italy,53,23,Europe
244351,Thomas Romboli,Italy,52,20,Europe
235373,Jacopo Pagnini,Italy,52,22,Europe
245777,Mattia Scevola,Italy,52,22,Europe
244352,Filippo Gemmi,Italy,52,22,Europe
243200,Samuele Mulattieri,Italy,51,18,Europe
252158,Francesco Quintiero,Italy,51,19,Europe
244353,Nicolas Bresciani,Italy,51,22,Europe
234270,Simone Tascone,Italy,50,21,Europe
245542,Giacomo Figliuzzi,Italy,49,18,Europe
232271,Matteo Cotali,Italy,49,22,Europe
244443,Gianmarco Chironi,Italy,49,21,Europe
237599,Alessandro De Angelis,Italy,48,21,Europe
181098,é•·è°· éƒ¨èª ,Japan,80,35,Asia
232862,ä¸­å³¶ ç¿”å“‰,Japan,79,24,Asia
189358,é¦™å· çœŸå¸,Japan,79,30,Asia
205114,ä¹¾ è²´å£«,Japan,79,31,Asia
208520,é…’äº• å®æ¨¹,Japan,78,29,Asia
232883,æŸ´å´Ž å²³,Japan,76,27,Asia
191565,å¤§è¿« å‹‡ä¹Ÿ,Japan,76,29,Asia
233138,å°æž— æ‚ ,Japan,76,31,Asia
226627,å—é‡Ž æ‹“å®Ÿ,Japan,75,24,Asia
232869,æ˜Œå­ æº,Japan,75,26,Asia
228717,æ­¦è—¤ å˜‰ç´€,Japan,75,26,Asia
232905,ä¼Šä¸œ çº¯ä¹Ÿ,Japan,75,26,Asia
191648,å‰ç”° éº»ä¹Ÿ,Japan,75,30,Asia
194359,é•·å‹ ä½‘éƒ½,Japan,75,32,Asia
232639,å ‚å®‰ å¾‹,Japan,74,21,Asia
232938,å†¨å®‰ å¥æ´‹,Japan,73,20,Asia
232730,éŽŒç”° å¤§åœ°,Japan,73,22,Asia
233225,è°·å£ å½°æ‚Ÿ,Japan,73,27,Asia
194365,å²¡å´Ž æ…Žå¸,Japan,73,33,Asia
213061,é‡‘å´Ž å¤¢ç”Ÿ,Japan,73,30,Asia
217648,åŽŸå£ å…ƒæ°—,Japan,73,28,Asia
232294,æ£®å²¡ å¼˜è‰¯å¤ª,Japan,73,28,Asia
232441,æ±å£ é †æ˜­,Japan,73,33,Asia
232510,å¡©è°· å¸,Japan,73,30,Asia
233250,éˆ´æœ¨ å„ªç£¨,Japan,72,23,Asia
217242,ä¹…ä¿ è£•ä¹Ÿ,Japan,72,25,Asia
140196,è¿œè—¤ ä¿ä»,Japan,72,39,Asia
180754,ä¸­æ‘ å®ªå‰›,Japan,72,38,Asia
191388,å®‡ä½ç¾Ž è²´å²,Japan,72,27,Asia
191547,èˆˆæ¢  æ…Žä¸‰,Japan,72,32,Asia
207472,é…’äº• é«™å¾³,Japan,72,28,Asia
217646,è¥¿å· å‘¨ä½œ,Japan,72,33,Asia
239712,å¥¥å· é›…ä¹Ÿ,Japan,71,23,Asia
241994,è±Šå· é›„å¤ª,Japan,71,24,Asia
232487,é è—¤ èˆª,Japan,71,26,Asia
233147,å¤§å³¶ åƒšå¤ª,Japan,71,26,Asia
232884,åœŸå±… è–çœŸ,Japan,71,27,Asia
201971,å®¶é•· æ˜­åš,Japan,71,33,Asia
210126,æ¸…æ­¦ å¼˜å—£,Japan,71,29,Asia
222986,æ£®é‡ çœŸäºº,Japan,71,32,Asia
232512,æŸå¥½ æ–‡,Japan,71,31,Asia
232608,é˜¿éƒ¨ æµ©ä¹‹,Japan,71,29,Asia
232860,ä¸œåº† æ‚Ÿ,Japan,71,28,Asia
