sofifa_id,long_name,nationality,overall,age
201290,Robert Å½ulj,Austria,72,27
201363,Ryder Matos Santos,Brazil,72,26
201368,Kenny McLean,Scotland,72,27
201751,IstvÃ¡n KovÃ¡cs,Hungary,72,27
203581,IvÃ¡n Balliu Campeny,Albania,72,27
203725,Virgil  Misidjan,Netherlands,72,25
203782,Ahmad Benali,Libya,72,27
203783,Tommy Smith,England,72,27
204250,Marcello Trotta,Italy,72,26
204684,Mats Seuntjens,Netherlands,72,27
205243,Molla WaguÃ©,Mali,72,28
205401,Valeri  Qazaishvili,Georgia,72,26
206577,Stef Peeters,Belgium,72,27
207676,Rafael da Silva,Brazil,72,27
208045,Oussama Tannane,Morocco,72,25
208052,Andy Yiadom,Ghana,72,27
209430,Renaud Ripart,France,72,26
209485,Alexander MÃ¼hling,Germany,72,26
210377,JoÃ£o Carlos VilaÃ§a Teixeira,Portugal,72,26
210603,Yasser Al Shahrani,Saudi Arabia,72,27
210879,AljaÅ¾ Struna,Slovenia,72,28
210923,Mohammed Khalil Al Owais,Saudi Arabia,72,27
211556,Carlos HernÃ¡ndez AlarcÃ³n,Spain,72,28
211891,Andreas Voglsammer,Germany,72,27
212478,Gyasi Zardes,United States,72,27
213030,Jordan MariÃ©,France,72,27
214129,Jaine Stiven Barreiro Solis,Colombia,72,25
214168,Jorge Luis Rojas Meza,Paraguay,72,26
214671,Rodrigo GÃ³mez,Argentina,72,26
215139,Emanuel Olivera,Argentina,72,29
215181,Gino Peruzzi,Argentina,72,27
215927,Renaud Emond,Belgium,72,27
216283,Danilo Teodoro Soares,Brazil,72,27
218216,Farouk Ben Mustapha,Tunisia,72,30
219496,Simeon Tochukwu Nwankwo,Nigeria,72,27
219652,Roberto IbÃ¡Ã±ez Castro,Spain,72,26
223489,Aleksandar PeÅ¡iÄ‡,Serbia,72,27
223685,Octavio Rivero,Uruguay,72,27
224508,Leonardo Mancuso,Italy,72,27
224975,Tiago Pagnussat,Brazil,72,29
225060,Motaz Hawsawi,Saudi Arabia,72,27
227591,Alexis Pedro Canelo,Argentina,72,27
228124,Matej JonjiÄ‡,Croatia,72,28
228312,Robin Lod,Finland,72,26
230560,Arnold Issoko,DR Congo,72,27
232183,Ngoran Suiru Fai Collins,Cameroon,72,26
234949,JoÃ£o Pedro Reis Amaral,Portugal,72,27
239593,Kaveh Rezaei,Iran,72,27
243867,Ousmane KantÃ©,Guinea,72,29
245062,Julio GonzÃ¡lez,Paraguay,72,27
248020,Bogdan PlaniÄ‡,Serbia,72,27
46175,Markus Rosenberg,Sweden,72,36
48745,Fabricio Coloccini,Argentina,72,37
53110,Craig  Gordon,Scotland,72,36
53739,Lee Grant,England,72,36
54033,Tom Huddlestone,England,72,32
102064,Claudio Terzi,Italy,72,35
121937,Michael Rensing,Germany,72,35
137361,Giampaolo Pazzini,Italy,72,34
137460,Alessandro Rosina,Italy,72,35
137774,Domenico Maietta,Italy,72,36
140196,è¿œè—¤ ä¿ä»,Japan,72,39
142258,Sammy Bossut,Belgium,72,33
142499,Aitor Sanz MartÃ­n,Spain,72,34
142592,Israel Alejandro Damonte,Argentina,72,37
142762,Jonathan Pablo Bottinelli,Argentina,72,34
143598,Luciano DarÃ­o Pocrnjic,Argentina,72,37
149258,Alex Cordaz,Italy,72,36
150590,Christophe Jallet,France,72,35
152922,Ã‰dgar Osvaldo Barreto CÃ¡ceres,Paraguay,72,34
155463,Marius ValericÄƒ GÄƒman,Romania,72,30
156483,Cristian David Lucchetti,Argentina,72,41
157219,GastÃ³n NicolÃ¡s FernÃ¡ndez,Argentina,72,35
157804,Scott  Carson,England,72,33
158375,Nana Kwesi Asare,Ghana,72,32
158394,Ken Reichel,Germany,72,32
158851,Jean AndrÃ© Emanuel Beausejour Coliqueo,Chile,72,35
158956,Julio Alberto Barroso,Argentina,72,34
159043,Jonathan Pitroipa,Burkina Faso,72,33
163056,Nereo Champagne,Argentina,72,34
163261,Phil Bardsley,Scotland,72,34
163419,Bacary Sagna,France,72,36
163492,Nicolas Lombaerts,Belgium,72,34
163873,Eduardo dos Reis Carvalho,Portugal,72,36
164505,Bradley Guzan,United States,72,34
164985,Cyril ThÃ©rÃ©au,France,72,36
165321,Stephen Ward,Republic of Ireland,72,33
165493,NicolÃ¡s GastÃ³n Navarro,Argentina,72,34
167599,Rasmus Elm,Sweden,72,31
167601,Kirill Nababkin,Russia,72,32
167812,Semih Kaya,Turkey,72,28
167933,Yannick Cahuzac,France,72,34
167936,JÃ©rÃ©my Sorbon,France,72,35
168930,JuliÃ¡n Omar Ramos SuÃ¡rez,Spain,72,31
169345,Markus Suttner,Austria,72,32
169386,Sergio Floccari,Italy,72,37
169596,Ryan Shawcross,England,72,31
170039,Ryan Shotton,England,72,30
171087,Christian FernÃ¡ndez Salas,Spain,72,33
172013,Alberto De La Bella MadureÃ±o,Spain,72,33
172077,JosÃ© MarÃ­a Basanta,Argentina,72,35
172317,David FernÃ¡ndez CortÃ¡zar,Spain,72,34
172649,Onur Kaya,Belgium,72,33
172882,Panagiotis Giorgios Kone,Greece,72,31
173132,Federico Dionisi,Italy,72,32
173162,Fabio Giovanni Ceravolo,Italy,72,32
173370,Benny Feilhaber,United States,72,34
175391,Mateus Galiano da Costa,Angola,72,35
175932,Ritchie De Laet,Belgium,72,30
176345,ê¶Œìˆœíƒœ æƒçº¯æ³°,Korea Republic,72,34
176346,ìµœì² ìˆœ å´”å–†æ·³,Korea Republic,72,32
176619,Gustavo AdriÃ¡n Ramos VÃ¡squez,Colombia,72,33
176841,Lukas Jutkiewicz,England,72,30
176903,Manuel Rolando Iturra Urrutia,Chile,72,35
177522,JesÃºs Manuel  Santana Abreu,Spain,72,34
177782,Hakan Ã–zmert,Turkey,72,34
177790,Artur JÄ™drzejczyk,Poland,72,31
178087,Alberto  Bueno Calvo,Spain,72,31
178171,Sergio SÃ¡nchez Ortega,Spain,72,33
178393,Alessio Cerci,Italy,72,31
178475,Daniel Ciofani,Italy,72,33
178571,Rafael Wihby Bracalli,Brazil,72,38
178600,UÄŸur Demirok,Turkey,72,30
179565,Mario GavranoviÄ‡,Switzerland,72,29
179891,Marcel Heller,Germany,72,33
179972,Eren Derdiyok,Switzerland,72,31
180281,Luiz Fernando Pereira da Silva,Brazil,72,33
180754,ä¸­æ‘ å®ªå‰›,Japan,72,38
180818,David McGoldrick,Republic of Ireland,72,31
181256,MatÃºÅ¡ KozÃ¡Äik,Slovakia,72,35
181375,Marcelo Martins Moreno,Bolivia,72,32
181479,Alex Wilkinson,Australia,72,34
182343,è’¿ä¿Šé—µ,China PR,72,32
182411,æ±‰è¶…äºŽ,China PR,72,32
182435,Mitchell Langerak,Australia,72,30
183068,Claudio Beauvue,France,72,31
183177,Lucas Barrios,Paraguay,72,34
183211,Milan Å koda,Czech Republic,72,33
183220,Jan MorÃ¡vek,Czech Republic,72,29
183287,Fabien Lemoine,France,72,32
183361,Anthony Weber,France,72,32
183567,Erwin Mulder,Netherlands,72,30
183955,Teddy Chevalier,France,72,32
183982,Nolan Roux,France,72,31
184136,Orlando Carlos Braga de SÃ¡,Portugal,72,31
184139,Ricardo Abel Barbosa Ferreira,Portugal,72,29
184220,Mix Diskerud,United States,72,28
185010,MichaÅ‚ Pazdan,Poland,72,31
185144,Massimo Coda,Italy,72,30
185260,Deniz Kadah,Turkey,72,33
185394,Vegard Forren,Norway,72,31
185427,Ã˜rjan  HÃ¥skjold Nyland,Norway,72,28
186347,Maciej Rybus,Poland,72,29
186385,Adam Clayton,England,72,30
186567,Abdul Khaled Akiola AdÃ©non,Benin,72,33
186598,Kyle Naughton,England,72,30
186651,GÃ¼ray Vural,Turkey,72,31
186681,Alberto GarcÃ­a Cabrera,Spain,72,34
186783,Albert Danquah Adomah,Ghana,72,31
186805,Jefferson Antonio Montero Vite,Ecuador,72,29
186941,Raphael Wolf,Germany,72,31
187084,Mame Biram Diouf,Senegal,72,31
187478,Jair Pereira RodrÃ­guez,Mexico,72,32
188000,Sandro Manoel dos Santos,Brazil,72,30
188070,Ronald Alejandro Vargas Aranguren,Venezuela,72,32
188124,SimÃ£o Mate JÃºnior,Mozambique,72,30
188157,Lex Immers,Netherlands,72,33
188269,Roberto Carlos GutiÃ©rrez Gamboa,Chile,72,36
188334,Fabrizio Cacciatore,Italy,72,32
188335,Ante Budimir,Croatia,72,27
188416,Stijn Wuytens,Belgium,72,29
188499,Manuel Iori,Italy,72,37
188506,Riccardo Meggiorini,Italy,72,33
188541,Pasquale Schiattarella,Italy,72,32
188616,Marco Sau,Italy,72,31
188871,Libor KozÃ¡k,Czech Republic,72,30
188930,Laureano Sanabria Ruiz,Spain,72,34
188949,Luca Siligardi,Italy,72,31
189118,Thiago Rangel Cionek,Poland,72,33
189342,Carlo Pinsoglio,Italy,72,29
189397,Florian Jungwirth,Germany,72,30
189436,Lorenzo Ariaudo,Italy,72,30
189485,Diego FarÃ­as da Silva,Brazil,72,29
189557,Andrea Rispoli,Italy,72,30
189661,Ãlvaro GimÃ©nez Candela,Spain,72,28
189680,FÃ¡bio Pereira da Silva,Brazil,72,28
189707,Angelo Esmael da Costa JÃºnior,Brazil,72,35
189715,Marko VejinoviÄ‡,Netherlands,72,29
189723,Kristiano Samuel Armenteros Nunez Mendoza Jansson,Sweden,72,29
189923,Costa Nhamoinesu,Zimbabwe,72,33
189945,Yoric Ravet,France,72,29
190084,Panagiotis Tachtsidis,Greece,72,28
190356,HÃ©lder Tiago  Pinto Moura Guedes,Portugal,72,32
190424,Enock Kofi Adu,Ghana,72,28
190430,Joe Bennett,England,72,29
190560,Omar Alejandro GonzÃ¡lez,United States,72,30
190593,Danijel AleksiÄ‡,Serbia,72,28
190664,Julian Schieber,Germany,72,30
190671,Mike Frantz,Germany,72,32
190772,Matt Besler,United States,72,32
190942,Kian Hansen,Denmark,72,30
191269,Salman Mohammed Al Faraj,Saudi Arabia,72,29
191388,å®‡ä½ç¾Ž è²´å²,Japan,72,27
191547,èˆˆæ¢  æ…Žä¸‰,Japan,72,32
192026,Elierce Barbosa de Souza,Brazil,72,31
192128,Miiko MartÃ­n Albornoz Inola,Chile,72,28
192129,Kristoffer Nordfeldt,Sweden,72,30
192205,Rene Krhin,Slovenia,72,29
192321,Christopher Buchtmann,Germany,72,27
192362,Luciano Narsingh,Netherlands,72,28
192540,Mark Duffy,England,72,33
192665,Andreas Luthe,Germany,72,32
192778,Ilombe Mboyo,Belgium,72,32
192904,Guram Kashia,Georgia,72,31
193077,Diego Falcinelli,Italy,72,28
193254,Christopher Trimmel,Austria,72,32
193278,Chris Mavinga,DR Congo,72,28
193420,Manuel Schmiedebach,Germany,72,30
193495,AndrÃ© Filipe Bernardes Santos,Portugal,72,30
193550,Beram Kayal,Israel,72,31
193632,Arvydas Novikovas,Lithuania,72,28
193780,Izet HajroviÄ‡,Bosnia Herzegovina,72,27
193884,Sam Clucas,England,72,28
194082,Flavio Emmanuel Lopes PaixÃ£o,Portugal,72,34
194174,Sergio GontÃ¡n Gallardo,Spain,72,27
194964,Nathaniel Mendez-Laing,England,72,27
197439,Felix Wiedwald,Germany,72,29
198067,Jacques FranÃ§ois Moubandje,Switzerland,72,29
198076,Aymen Abdennour,Tunisia,72,29
198136,Antonino Ragusa,Italy,72,29
198261,Tim Ream,United States,72,31
198426,Gonzalo Pablo Castellani,Argentina,72,31
198429,Stanislav Tecl,Czech Republic,72,28
198451,Daniel JosÃ© RodrÃ­guez VÃ¡zquez,Spain,72,31
198630,Ãlvaro Arroyo MartÃ­nez,Spain,72,30
198857,Simone Romagnoli,Italy,72,29
199183,ê¹€ë³´ê²½ é‡‘ç”«ç‚…,Korea Republic,72,29
199266,ì§€ë™ì› æ± ä¸œæ²…,Korea Republic,72,28
199288,Anthony Losilla,France,72,33
199412,SebastiÃ£o de Freitas Couto JÃºnior,Brazil,72,27
199419,Yoann Court,France,72,29
199511,Wesley Lautoa,New Caledonia,72,31
199776,Luca Caldirola,Italy,72,28
199781,Romain MÃ©tanire,Madagascar,72,29
199897,Nicolas HÃ¶fler,Germany,72,29
199964,Marco Jhonnier PÃ©rez Murillo,Colombia,72,28
200108,Nicolai MÃ¸ller Boilesen,Denmark,72,27
200271,Diogo Ferreira SalomÃ£o,Portugal,72,30
200275,Youness Mokhtar,Morocco,72,27
200517,Carles Planas AntolÃ­nez,Spain,72,28
200521,Tom Ince,England,72,27
200735,Joan Isaac Cuenca LÃ³pez,Spain,72,28
201041,Lionel Carole,France,72,28
201129,TomÃ¡Å¡ PÅ™ikryl,Czech Republic,72,26
201145,MickaÃ«l Le Bihan,France,72,29
201220,Ledian Memushaj,Albania,72,32
201285,Christian GytkjÃ¦r,Denmark,72,29
201304,Bashkim Kadrii,Denmark,72,27
201509,Juan Carlos PÃ©rez LÃ³pez,Spain,72,29
201529,Marco Capuano,Italy,72,27
202107,Alfredo Morales,United States,72,29
202115,Matthias Ostrzolek,Germany,72,29
202157,Aziz Eraltay Behich,Australia,72,28
202184,JoÃ£o Jimmy Plata Cotera,Ecuador,72,27
202559,Yohandry JosÃ© Orozco CujÃ­a,Venezuela,72,28
202986,ì‹ ì§„í˜¸ ç”³æŒ¯è±ª,Korea Republic,72,30
203439,Matteo Tosetti,Switzerland,72,27
203544,Chris LÃ¶we,Germany,72,30
203703,Walid Soliman,Egypt,72,34
203774,Welthon Fiel Sampaio,Brazil,72,27
203793,Aron JÃ³hannsson,United States,72,28
203889,Yoann Touzghar,Tunisia,72,32
203929,JÃ³n GuÃ°ni FjÃ³luson,Iceland,72,30
204307,Julian Korb,Germany,72,27
204337,Jonathan Guillermo NuÃ±ez Espinoza,Argentina,72,31
204338,Christophe Kerbrat,France,72,32
204555,Ricardo Gabriel Ãlvarez,Argentina,72,31
204776,Toni Leistner,Germany,72,28
204904,Moritz Bauer,Austria,72,27
204977,IvÃ¡n Rodrigo Piris LeguizamÃ³n,Paraguay,72,30
205408,Santiago Juan Gentiletti Selak,Argentina,72,34
205630,Luciano Abecasis,Argentina,72,29
205735,Manuel Pucciarelli,Italy,72,28
205941,Cristian ChÃ¡vez,Argentina,72,32
206124,Willard Katsande,Zimbabwe,72,33
206316,Tal Ben Haim,Israel,72,29
207472,é…’äº• é«™å¾³,Japan,72,28
207553,Marcus RohdÃ©n,Sweden,72,28
207733,Filipe Augusto Carvalho Souza,Brazil,72,25
208017,Ivan Santini,Croatia,72,30
208114,Patrick De Oliveira Vieira,Brazil,72,28
208277,Olivier Junior Boumal,Cameroon,72,29
208374,Andrew Wooten,United States,72,29
208440,Marcus Danielsson,Sweden,72,30
208949,Nawaf Shaker Al Abid,Saudi Arabia,72,29
210258,Renato JoÃ£o Saleiro Santos,Portugal,72,27
210321,Romell Quioto,Honduras,72,27
210374,Juan Pablo VigÃ³n,Mexico,72,27
210434,Fouad Chafik,Morocco,72,32
210722,JÃºlio Carolino Tavares,Cape Verde,72,30
211287,MorykÃ© Fofana,Ivory Coast,72,27
211626,Damian KÄ…dzior,Poland,72,27
211920,Marco GrÃ¼ttner,Germany,72,33
212408,FrÃ©dÃ©ric Mendy,Guinea Bissau,72,30
212607,Maxime Chanot,Luxembourg,72,29
212879,Sven Michel,Germany,72,28
213107,George Èšucudean,Romania,72,28
213498,Serge-Junior Martinsson Ngouali,Gabon,72,27
213619,SebastiÃ¡n SÃ¡ez,Argentina,72,34
213846,Cristian Fernando Suarez Figueroa,Chile,72,32
214169,William JosÃ© Tesillo GutiÃ©rrez,Colombia,72,29
214327,Vladimir Javier HernÃ¡ndez Rivero,Colombia,72,30
214350,Michael Jhon Ander Rangel Valencia,Colombia,72,28
214373,Antony Domingo Silva Cano,Paraguay,72,35
214376,Darwin Zamir Andrade Marmolejo,Colombia,72,28
214393,Danovis Banguero Lerma,Colombia,72,29
214562,David Leonardo Castro CortÃ©s,Colombia,72,30
214662,Reinaldo Lenis Montes,Colombia,72,26
214717,Lorenzo Enrique Reyes Vicencio,Chile,72,28
215144,Emanuel InsÃºa,Argentina,72,28
215186,Jonathan Copete,Colombia,72,31
215262,Fernando MÃ¡rquez,Argentina,72,31
215294,Cristian MenÃ©ndez,Argentina,72,31
215321,Jonathan Schunke,Argentina,72,32
215391,Ibrahima Seck,Senegal,72,29
216036,Rafael Delgado,Argentina,72,29
216072,Gaetano Letizia,Italy,72,29
216356,Josip PivariÄ‡,Croatia,72,30
216376,Marco Sangalli Fuentes,Spain,72,27
216482,Bryan PelÃ©,France,72,27
217646,è¥¿å· å‘¨ä½œ,Japan,72,33
217844,Djavan da Silva Ferreira,Brazil,72,31
217852,Kevin Molino,Trinidad & Tobago,72,29
218050,Mohamed Aberhoune,Morocco,72,30
218623,Carlos Miguel Ribeiro Dias,Portugal,72,26
219181,Pedro Miguel Amorim Pereira Silva,Portugal,72,30
219525,Ezequiel Osvaldo Cerutti,Argentina,72,27
219758,Luca Rizzo,Italy,72,27
219771,Gabriel Augusto Xavier,Brazil,72,25
221434,Dieter Daniel Villalpando PÃ©rez,Mexico,72,27
221553,ViÃ°ar Ã–rn Kjartansson,Iceland,72,29
221610,DÃ©nes Dibusz,Hungary,72,28
221820,å¼ ç¨€å“²,China PR,72,28
221969,Filip MladenoviÄ‡,Serbia,72,27
222204,æ›¹èµŸå®š,China PR,72,29
222553,Sebastian Griesbeck,Germany,72,28
223243,Victor Emanuel Aguilera,Argentina,72,30
223247,Nelson Acevedo,Argentina,72,30
223248,Juan MartÃ­n Lucero,Argentina,72,27
223543,Jonathan Renato Barbosa,Brazil,72,27
223615,Christian Chimino,Argentina,72,31
223879,Leonardo Javier Ramos,Argentina,72,29
224104,DamiÃ¡n Alberto MartÃ­nez,Argentina,72,29
224367,GermÃ¡n Lanaro,Argentina,72,33
224507,Andrea Schenetti,Italy,72,28
225701,Pedro Gallese,Peru,72,29
225880,Jorge Moreira,Paraguay,72,29
226075,Michalis Bakakis,Greece,72,28
226203,Joevin Jones,Trinidad & Tobago,72,27
227530,DamiÃ¡n Oscar Lemos,Argentina,72,30
229321,Amilton Minervino da Silva,Brazil,72,29
230231,Jorge Pietro Carvalho PorfÃ­rio,Brazil,72,35
230257,Clayton FÃ¡bio Fildeiras Cachoeira,Brazil,72,35
230278,Carleto Adilson Costinha Caldeira,Brazil,72,27
230281,Mauro Guilherme Ribeiro Rangel,Brazil,72,27
230289,Santiago AndrÃ© da Bruma Reis,Brazil,72,35
230291,Thiago Claudnei Almeida Reis,Brazil,72,27
230296,Cristian Enzo Lodeira Araujo,Brazil,72,27
230298,Walter Elias Silvieiro Borges,Brazil,72,27
230302,JosuÃ© Durval da Feira Cunha,Brazil,72,27
230333,Jonas Welson Damasto Orsi,Brazil,72,35
230341,Joshua Eduardo SÃ¡ Madeira,Brazil,72,35
230344,Jeff Nazario Meire Costinho,Brazil,72,27
230390,Alex Martin Frandeira Ãlvares,Brazil,72,31
230421,OtÃ¡vio Alberto Vila Mascarenhas,Brazil,72,35
230424,Leonardo Luis Sandelas Junior,Brazil,72,27
230429,Timoteo Samuel Triano Branco,Brazil,72,35
230434,Miguel Edson Pimenta Baia,Brazil,72,31
230441,Durval HÃ©lton Vieira Aldair,Brazil,72,27
230448,R. Nicholas PorfÃ­rio Jardim,Brazil,72,31
230452,Alessandro Nuno Vaz Laranjeiras,Brazil,72,35
230461,Manuel Leonardo ConceiÃ§Ã£o Paes,Brazil,72,31
230478,Jairo Ralph Resende dos Santos,Brazil,72,31
230479,JessÃ© Martin Ledeiro Serra,Brazil,72,31
230484,AdriÃ¡n Guto NegrÃ£o Bastos,Brazil,72,35
230516,Paulao Paulo Junqueiras Couto,Brazil,72,31
230521,Nilson Rafael Vilela de Brito,Brazil,72,31
230530,Hugo Adryan RubiÃ£es Chaves,Brazil,72,35
230665,Gustavo Affonso Sauerbeck,Brazil,72,26
231077,Martin FrÃ½dek,Czech Republic,72,27
232514,Horacio Gabriel Carabajal,Argentina,72,27
233075,Jon Ander Garrido Moracia,Spain,72,29
233982,VÃ¡gner Joshua Corraldo Santoso,Brazil,72,31
234028,RÃ´mulo Roberto Calsede Caiado,Brazil,72,31
234458,Carlos Gustavo David Quintana,Argentina,72,31
234618,Jeferson Fernandes Macedo,Brazil,72,27
234966,SebastiÃ¡n HernÃ¡ndez MejÃ­a,Colombia,72,32
235176,Cristian Oscar Bernardi,Argentina,72,29
236075,Enzo Diogo Merques Gomes,Brazil,72,35
236076,Marlion Gustavo SimÃµes Paiva,Brazil,72,27
237109,Oleksandr Karavaev,Ukraine,72,27
239875,Roberto Jesus Machado Beto Alves,Brazil,72,29
241166,Sergiy Rybalka,Ukraine,72,29
241990,Omar FernÃ¡ndez,Colombia,72,26
251695,Jean Carlos Veria,Ecuador,72,35
251718,Bruno Vendaza,Ecuador,72,38
243715,William Saliba,France,71,18
242816,Ricard Puig MartÃ­,Spain,71,19
234108,Gonzalo Maroni,Argentina,71,20
239970,Paulo Henrique Sampaio Filho,Brazil,71,18
245388,Jean-Clair Todibo,France,71,19
244389,Fernando Dos Santos Pedro,Brazil,71,20
247185,Ante Palaversa,Croatia,71,19
231089,Ibrahima Sissoko,France,71,21
241390,Eljif Elmas,FYR Macedonia,71,19
243245,Orkun KÃ¶kÃ§Ã¼,Turkey,71,18
244778,Francisco Mota Castro TrincÃ£o,Portugal,71,19
221600,Matt Clarke,England,71,22
225502,Kevin Balanta,Colombia,71,22
229682,Dael Fry,England,71,21
230681,Giuseppe Pezzella,Italy,71,21
234505,Evander da Silva Ferreira,Brazil,71,21
235673,Dario Maresic,Austria,71,19
243014,Bryan Mbeumo,France,71,19
247204,Emerson Leite De Souza,Brazil,71,20
212516,John Souttar,Scotland,71,22
225668,Karlan Grant,England,71,21
225793,Ben Godfrey,England,71,21
226508,Greg Taylor,Scotland,71,21
234032,Lluis LÃ³pez Marmol,Spain,71,22
234112,Domilson Cordeiro dos Santos,Brazil,71,20
235658,Victor Nelsson,Denmark,71,20
235794,Eberechi Eze,England,71,21
237156,Moussa WaguÃ©,Senegal,71,20
237642,Raoul Petretta,Italy,71,22
238041,Tyrell Malacia,Netherlands,71,19
241202,Patson Daka,Zambia,71,20
222573,Andres Tello,Colombia,71,22
226108,Filippo Romagna,Italy,71,22
226677,Juninho Bacuna,Netherlands,71,21
228675,Dmitriy Barinov,Russia,71,22
231628,Rafael Mir Vicente,Spain,71,22
232708,Milton Nahuel Valenzuela,Argentina,71,20
233411,Claud Adjapong,Italy,71,21
239475,Jonathan GonzÃ¡lez,Mexico,71,20
241130,Ignatius Ganago,Cameroon,71,20
242664,Alexis Saelemaekers,Belgium,71,20
244204,Nikola KatiÄ‡,Croatia,71,22
245209,Michal SadÃ­lek,Czech Republic,71,20
222045,Craig Halkett,Scotland,71,24
223978,Manuel GarcÃ­a Alonso,Spain,71,21
225034,Michele Somma,Italy,71,24
229606,Victorien Angban,Ivory Coast,71,22
230978,Taiwo Awoniyi,Nigeria,71,21
231113,Zelimkhan Bakaev,Russia,71,23
237985,Kevin Danso,Austria,71,20
238497,Marvin Spielmann,Switzerland,71,23
239580,Gleison Bremer Silva Nascimento,Brazil,71,22
239718,Hassane BandÃ©,Burkina Faso,71,20
240561,Giannis Bouzoukis,Greece,71,21
241162,Joseph Paintsil,Ghana,71,21
241176,Lucas Vera,Argentina,71,22
243988,Alejandro DÃ­ez SalomÃ³n,Spain,71,23
244270,Nikola Moro,Croatia,71,21
245240,JoÃ£o Diogo Alves Rodrigues,Portugal,71,20
251675,Douglas Augusto,Brazil,71,22
216003,Bartosz Kapustka,Poland,71,22
225591,Leonardo SuÃ¡rez,Argentina,71,23
226170,Emiliano Amor,Argentina,71,24
227638,Suleiman Abdullahi,Nigeria,71,22
229271,Pascal KÃ¶pke,Germany,71,23
229337,Matheus Pereira da Silva,Brazil,71,21
231227,Niklas Dorsch,Germany,71,21
232080,Jack Harrison,England,71,22
234203,Carel Eiting,Netherlands,71,21
234889,Fredrik Jensen,Finland,71,21
235290,Kevin Bonifazi,Italy,71,23
236555,Guilherme Schettine GuimarÃ£es,Brazil,71,23
237646,Daniel MuÃ±oz MejÃ­a,Colombia,71,23
239340,Julian Chabot,Germany,71,21
239491,Juan Ãlvarez,Argentina,71,23
240351,Samuel Moutoussamy,France,71,22
244287,Marios Vrousai,Greece,71,20
205990,Harrison Reed,England,71,24
210697,Christian NÃ¸rgaard,Denmark,71,25
213209,Kellyn Acosta,United States,71,23
214876,Jack Marriott,England,71,24
219585,Martin Valjent,Slovakia,71,23
220901,David Raya Martin,Spain,71,23
222840,Racine Coly,Senegal,71,23
223231,Florin TÄƒnase,Romania,71,24
224796,Jorge RodrÃ­guez,Argentina,71,23
225530,Obbi OularÃ©,Belgium,71,23
225652,George PuÈ™caÈ™,Romania,71,23
225863,Olivier Boscagli,France,71,21
228761,Ã“scar EstupiÃ±Ã¡n,Colombia,71,22
228838,Eric Remedi,Argentina,71,24
229631,JosÃ© Carlos Lazo Romero,Spain,71,23
231360,Jalil ElÃ­as,Argentina,71,23
231390,Diogo AntÃ³nio Cupido GonÃ§alves,Portugal,71,22
232523,Bubacarr Trawally,Gambia,71,24
234376,Lourency N. Rodrigues,Brazil,71,23
235706,Murilo Oliveira de Freitas,Brazil,71,23
235717,Berkay Ã–zcan,Turkey,71,21
236696,Anastasios Chatzigiovanis,Greece,71,22
240095,Leo Å tulac,Slovenia,71,24
243538,Karlo Letica,Croatia,71,22
244186,Lucas Lima Linhares,Brazil,71,22
244544,BarÄ±ÅŸ AlÄ±cÄ±,Turkey,71,22
203249,CÃ©sar Joel Valencia Castillo,Ecuador,71,24
210385,Rui Tiago Dantas da Silva,Portugal,71,25
211504,Lewis Baker,England,71,24
212454,Callum O'Dowda,Republic of Ireland,71,24
213839,Baptiste Guillaume,Belgium,71,24
213868,Jean-Charles Castelletto,Cameroon,71,24
214944,Gerard Gumbau Garriga,Spain,71,24
215522,Alexander Schlager,Austria,71,23
220502,Mattia Zaccagni,Italy,71,24
222590,Mauro Manotas,Colombia,71,23
225363,RÃºben Barcelos De Sousa Lameiras,Portugal,71,24
226380,í™©í¬ì°¬ é»„å–œç¿,Korea Republic,71,23
227558,Theoson Jordan Siebatcheu,France,71,23
227945,Stuart Findlay,Scotland,71,23
228179,Alexis Castro,Argentina,71,24
228942,Dion Cools,Belgium,71,23
229010,Selim Amallah,Belgium,71,22
229896,Jordi Calavera Espinach,Spain,71,23
229971,Fabien Centonze,France,71,23
231423,Casper De Norre,Belgium,71,22
231571,Jeison Lucumi,Colombia,71,24
231749,Miguel Juan Llambrich,Spain,71,23
233301,Rasmus Nissen Kristensen,Denmark,71,21
235554,Ihsan Sacko,France,71,21
237456,Lumor Agbenyenu,Ghana,71,22
239755,Saba Lobjanidze,Georgia,71,24
245058,Otar Kiteishvili,Georgia,71,23
245733,Hendrik Weydandt,Germany,71,23
246405,Bryan Angulo,Ecuador,71,23
192114,Antonio BriseÃ±o VÃ¡zquez,Mexico,71,25
204496,Patrick Bauer,Germany,71,26
205818,Ryan Woods,England,71,25
210688,Anders Trondsen,Norway,71,24
212079,Michael PÃ©rez Ortiz,Mexico,71,26
212126,Nikola  NinkoviÄ‡,Serbia,71,24
212138,PrzemysÅ‚aw Frankowski,Poland,71,24
212223,Sean Maguire,Republic of Ireland,71,25
212382,Paul Ebere Onuachu,Nigeria,71,25
212625,David Kinsombi,Germany,71,23
214096,Tim Kleindienst,Germany,71,23
214226,RaÃºl Alberto Loaiza Morelos,Colombia,71,25
216275,Phillipp Mwene,Austria,71,25
216381,Jean Zimmer,Germany,71,25
216814,Salih UÃ§an,Turkey,71,25
217813,Manuel Gibran Lajud Bojalil,Mexico,71,25
219522,JeremÃ­as Ledesma,Argentina,71,26
219626,JosÃ© Luis GÃ³mez,Argentina,71,25
219670,Gonzalo Piovi,Argentina,71,24
220165,Joel Pohjanpalo,Finland,71,24
